full_name,body_anonymized,is_resolvable,Yes Count,Total Count,Resolvable %,,Structured Resolvable,Unstructured
centminmod/centminmod,"
**Bug Report Forums**

* Check the official Centmin Mod Community's [Bug Report Forum](<|URL|>) to see if the bug has already been reported/resolved.

**Background Information**

Please fill in any relevant information that applies to you:

* **CentOS Version:** i.e. CentOS 6 32bit or 64bit / CentOS 7 64bit ?
* **Centmin Mod Version Installed:** i.e. 123.08stable or 123.09beta01 or 124.00stable or 130.00beta01
* **Nginx Version Installed:** i.e. 1.21.6. Can find version via command `nginx -v`
* **PHP Version Installed:** Can find version via command `php -v`
* **MariaDB MySQL Version Installed:** i.e. 10.0.x or 10.1.xx or 10.2.xx or 10.3.xx. . Can find version via command `mysqladmin ver`
* **When was last time updated Centmin Mod code base ? :** i.e. run <|URL|> menu option 23 submenu option 2 or cmupdate command
* **Persistent Config:** Do you have any persistent config file options set in `/etc/<|Repo_Name|>/custom_config.inc` ? You can check via this command: `cat /etc/<|Repo_Name|>/custom_config.inc` and post output using [markdown CODE](<|URL|>).
* **Install Method:** How was Centmin Mod installed ? Exact specific steps or commands used.

**Describe the bug**
A clear and concise description of what the bug is. With exact SSH commands and/or steps used if applicable.

**Expected behavior**
A clear and concise description of what you expected to happen.

**Additional context**
Add any other context about the problem here.
",No,,,,,,
anglesharp/anglesharp,"
# Bug Report

## Prerequisites

- [ ] Can you reproduce the problem in a [MWE](<|URL|>)?
- [ ] Are you running the latest version of <|Repo_Name|>?
- [ ] Did you check the FAQs to see if that helps you?
- [ ] Are you reporting to the correct repository? (there are multiple <|Repo_Name|> libraries, e.g., `<|Repo_Name|>.Css` for CSS support)
- [ ] Did you perform a search in the issues?

For more information, see the `CONTRIBUTING` guide.

## Description

[Description of the bug]

## Steps to Reproduce

1. [First Step]
2. [Second Step]
3. [and so on...]

**Expected behavior:** [What you expected to happen]

**Actual behavior:** [What actually happened]

**Environment details:** [OS, .NET Runtime, ...]

## Possible Solution

[Optionally, share your idea to fix the issue]
",No,,,,,,
dragonflyoss/dragonfly2,"
### Feature request:

<!-- Please describe the feature request and why you would like to have it -->

### Use case:

<!-- Please add a concrete use case to demonstrate how such a feature would add value for the user. -->

### UI Example:

<!-- If this is about a new command or command line options, please let us know how you would add it to UI (in the code block below). -->
",No,,,,,,
malnvenshorn/octoprint-filamentmanager,"
**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",No,,,,,,
vturrisi/solo-learn,"
# 🌟 New SSL method addition

## Approach description

Important information only describing the approach, link to the arXiv paper.

## Status of the current implement

Information regarding stuff that you have already implemented for the method.
As a general checklist, you should have:
* [ ] the method implemented as new file in `solo/methods` and added to `solo/methods/__init__.py`
* [ ] the loss implemented as new file in `solo/losses` and added to `solo/losses/__init__.py`
* [ ] bash files to run experiments
* [ ] tests for the method and the loss(es) in  `tests/methods` and `tests/losses`.
* [ ] add documentation to `docs/source/solo/methods` and `docs/source/solo/losses`, and modify `docs/source/index.rst` to reference the new files (use alphabetical order).
* [ ] check if all tests pass by running `python -m pytest --cov=solo tests`.
* [ ] reproduce competitive results on at least CIFAR10/CIFAR100 (possibly Imagenet-100 and Imagenet).
",No,,,,,,
go-redis/redis,"
Issue tracker is used for reporting bugs and discussing new features. Please use
[stackoverflow](<|URL|>) for supporting issues.

<!--- Provide a general summary of the issue in the Title above -->

## Expected Behavior

<!--- Tell us what should happen -->

## Current Behavior

<!--- Tell us what happens instead of the expected behavior -->

## Possible Solution

<!--- Not obligatory, but suggest a fix/reason for the bug, -->

## Steps to Reproduce

<!--- Provide a link to a live example, or an unambiguous set of steps to -->
<!--- reproduce this bug. Include code to reproduce, if relevant -->

1.
2.
3.
4.

## Context (Environment)

<!--- How has this issue affected you? What are you trying to accomplish? -->
<!--- Providing context helps us come up with a solution that is most useful in the real world -->

<!--- Provide a general summary of the issue in the Title above -->

## Detailed Description

<!--- Provide a detailed description of the change or addition you are proposing -->

## Possible Implementation

<!--- Not obligatory, but suggest an idea for implementing addition or change -->
",No,,,,,,
blakebr0/extendedcrafting,"
**IMPORTANT: Feature requests will only be added to the latest supported Minecraft version.**

**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",No,,,,,,
pytorchkorea/tutorials-kr,"
## 문서 URL
_수정이 필요한 URL을 남겨주세요. (예. <|URL|>
- **URL**:

## 변경 사항
_(1)어떤 단어 / 문장 / 내용이 (2)어떻게 변경되어야 한다고 생각하세요?_


## 추가 정보
_위와 같이 생각하신 이유 또는 다른 참고할 정보가 있다면 알려주세요._

",Yes,,,,,,
react-hook-form/react-hook-form,"
**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",Yes,,,,,,
hackforla/tdm-calculator,"
### Overview
Lighthouse is an open-source, automated tool for improving the quality of web pages. You can run it against any web page, public or requiring authentication. It has audits for performance, accessibility, progressive web apps, and more.  Hack For LA recommends that you run the tests and evaluate what changes you might want to make on your website to improve performance and accessability.

### How To Use
Lighthouse is in the Audits panel of the Chrome DevTools. To run a report:

1. Download Google Chrome for Desktop.
2. In Google Chrome, go to the URL you want to audit. You can audit any URL on the web.
3. Open Chrome DevTools.
4. Click the Audits tab.
5. Click Perform an audit. DevTools shows you a list of audit categories. Leave them all enabled.
6. Click Run audit. After 60 to 90 seconds, Lighthouse gives you a report on the page.

For more information go to :
<|URL|>

### Tip
You will want to re-run lighthouse on any code changes before integrating them into your site.  Sometimes the specific suggestions it makes, do not actually result in improved performance or can actually harm performance.
",No,,,,,,
marmelab/react-admin,"
We primarily use GitHub as an issue tracker; for usage and support questions, please use StackOverflow(<|URL|> using the tag `<|Repo_Name|>`) or the <|Repo_Name|> Discord Server(<|URL|>). Thanks! 😁.
",Yes,,,,,,
thomaschampagne/elevate,"
**⚠ BEFORE ANYTHING: Are you in the right place?**

Before creating any issues, you HAVE TO check if issue already exists:

* Check for answer in Frequently Asked Questions here: <|URL|>
* Check for already existing issues matching with yours: <|URL|>

Any unsuitable issues will not be handled. Since this project is performed on free time and has hundreds
of thousands users now, there's no room to handle duplicate or irrelevant issues...

Please be wise when opening an issue.

Thank you for your understanding!

If your issue is suitable, you can remove this warning before submitting it.

**Is your feature request related to a problem? Please describe.**
A clear and concise description of what the problem is. Ex. I'm always frustrated when [...]

**Describe the solution you'd like**
A clear and concise description of what you want to happen.

**Describe alternatives you've considered**
A clear and concise description of any alternative solutions or features you've considered.

**Additional context**
Add any other context or screenshots about the feature request here.
",Yes,,,,,,
